trapping_N;Capture_frame;trap_type;trap_reference;the_date_of_Laying_the_Trap;statement_date;The_hour_of_laying_the_trap;statement_hour;Wind;Cloud_cover;Rain;wind_;cloud_cover_;rain_;Commune;Village;Said_neighborhood_place;Environnement;builinding_house_type;internal_external_situation;MIILD_presence;AID_last_date;observation;Y;X;Genre;Species;Gender;NB;whose_NB_throat?;TN;TX;RR
NA;Site monitoring;CDC;F15;31/01/2019;01/02/2019;13:10;9:55;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Béton;IH;NO;"""NA""";NA;45.106586;-12821604;Culex;quinquefasciatus (pipiens);M;6;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;F15;31/01/2019;01/02/2019;13:10;9:55;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Béton;IH;NO;"""NA""";NA;45.106586;-12.821604;Culex;quinquefasciatus (pipiens);F;11;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;AF2;31/01/2019;01/02/2019;13:15;10:05;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Béton;IH;NO;"""NA""";NA;45.106586;-12.821604;Culex;quinquefasciatus (pipiens);F;20;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;AE09;31/01/2019;01/02/2019;13:30;10:15;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Tole;IH;NO;"""NA""";NA;45.106773;-12.821441;Culex;quinquefasciatus (pipiens);M;4;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;AE09;31/01/2019;01/02/2019;13:30;10:15;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Tole;IH;NO;"""NA""";NA;45.106773;-12.821441;Culex;quinquefasciatus (pipiens);F;15;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;C55;31/01/2019;01/02/2019;13:35;10:20;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Tole;IH;NO;"""NA""";NA;45.106986;-12.821441;Aedes;albopictus;F;6;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;C55;31/01/2019;01/02/2019;13:35;10:20;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Tole;IH;NO;"""NA""";NA;45.106986;-12.821441;Culex;quinquefasciatus (pipiens);M;20;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;C55;31/01/2019;01/02/2019;13:35;10:20;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Tole;IH;NO;"""NA""";NA;45.106986;-12.821441;Culex;quinquefasciatus (pipiens);F;18;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;C55;31/01/2019;01/02/2019;13:35;10:20;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Tole;IH;NO;"""NA""";NA;45.106986;-12.821441;Anopheles;funestus;F;1;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;J48;31/01/2019;01/02/2019;13:45;10:30;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Tole;IH;NO;"""NA""";NA;45.106986;-12.821677;Culex;quinquefasciatus (pipiens);M;5;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;J48;31/01/2019;01/02/2019;13:45;10:30;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Tole;IH;NO;"""NA""";NA;45.106986;-12.821677;Culex;quinquefasciatus (pipiens);F;10;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;7;31/01/2019;01/02/2019;13:50;10:35;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Tole;EH ;NO;"""NA""";NA;45.106986;-12.821677;Anopheles;funestus;F;1;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;7;31/01/2019;01/02/2019;13:50;10:35;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Tole;EH ;NO;"""NA""";NA;45.106986;-12.821677;Culex;quinquefasciatus (pipiens);M;5;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;7;31/01/2019;01/02/2019;13:50;10:35;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Tole;EH ;NO;"""NA""";NA;45.106986;-12.821677;Culex;quinquefasciatus (pipiens);F;10;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;V47;12/02/2019;13/02/2019;11:45;10:15;No wind;zero coverage;no rain;No wind;low coverage;Non;TSINGONI;M'Roualé;marakagna;U;Tole;IH;NO;"""NA""";NA;45.128122;-12.789147;Culex;quinquefasciatus (pipiens);F;2;NA;23,8;31,8;9.1999999999999993
NA;Site monitoring;CDC;AF17;12/02/2019;13/02/2019;11:50;10:20;No wind;zero coverage;no rain;No wind;low coverage;Non;TSINGONI;M'Roualé;marakagna;U;Tole;IH;NO;"""NA""";NA;45.128122;-12.789147;"""NA""";"""NA""";NA;NA;NA;23,8;31,8;9.1999999999999993
NA;Site monitoring;CDC;F8;12/02/2019;13/02/2019;12:00;10:30;No wind;zero coverage;no rain;No wind;low coverage;Non;TSINGONI;M'Roualé;marakagna;U;Tole;IH;NO;"""NA""";NA;45.128076;-12.789101;Culex;quinquefasciatus (pipiens);M;NA;NA;23,8;31,8;9.1999999999999993
NA;Site monitoring;CDC;F8;12/02/2019;13/02/2019;12:00;10:30;No wind;zero coverage;no rain;No wind;low coverage;Non;TSINGONI;M'Roualé;marakagna;U;Tole;IH;NO;"""NA""";NA;45.128076;-12.789101;Culex;quinquefasciatus (pipiens);F;NA;NA;23,8;31,8;9.1999999999999993
NA;Site monitoring;CDC;AG91;12/02/2019;13/02/2019;12:10;10:35;No wind;zero coverage;no rain;No wind;low coverage;Non;TSINGONI;M'Roualé;marakagna;U;Tole;EH ;NO;"""NA""";NA;45.128076;-12.789101;Culex;quinquefasciatus (pipiens);F;5;2;23,8;31,8;9.1999999999999993
NA;Site monitoring;CDC;AQ6;12/02/2019;13/02/2019;12:15;10:40;No wind;zero coverage;no rain;No wind;low coverage;Non;TSINGONI;M'Roualé;marakagna;U;Tole;IH;NO;"""NA""";NA;45.128014;-12.789088;"""NA""";"""NA""";NA;NA;NA;23,8;31,8;9.1999999999999993
NA;Site monitoring;CDC;AO0;12/02/2019;13/02/2019;12:20;10:45;No wind;zero coverage;no rain;No wind;low coverage;Non;TSINGONI;M'Roualé;marakagna;U;Béton;IH;NO;"""NA""";NA;45.128014;-12.789088;Culex;quinquefasciatus (pipiens);M;4;NA;23,8;31,8;9.1999999999999993
NA;Site monitoring;CDC;AO0;12/02/2019;13/02/2019;12:20;10:45;No wind;zero coverage;no rain;No wind;low coverage;Non;TSINGONI;M'Roualé;marakagna;U;Béton;IH;NO;"""NA""";NA;45.128014;-12.789088;Culex;quinquefasciatus (pipiens);F;10;NA;23,8;31,8;9.1999999999999993
NA;Site monitoring;CDC;AI3;12/02/2019;13/02/2019;12:30;10:55;No wind;zero coverage;no rain;No wind;low coverage;Non;TSINGONI;M'Roualé;marakagna;U;Tole;EH ;NO;"""NA""";NA;45.128282;-12.78912;Aedes;albopictus;F;2;1;23,8;31,8;9.1999999999999993
NA;Site monitoring;CDC;AH51;12/02/2019;13/02/2019;12:35;11:00;No wind;zero coverage;no rain;No wind;low coverage;Non;TSINGONI;M'Roualé;marakagna;U;Tole;EH ;NO;"""NA""";NA;45.128282;-12.78912;"""NA""";"""NA""";NA;NA;NA;23,8;31,8;9.1999999999999993
NA;Site monitoring;CDC;J4;12/02/2019;13/02/2019;12:45;11:10;No wind;zero coverage;no rain;No wind;low coverage;Non;TSINGONI;M'Roualé;marakagna;U;Tole;IH;NO;"""NA""";NA;45.128181;-12.78902;"""NA""";"""NA""";NA;NA;NA;23,8;31,8;9.1999999999999993
NA;Site monitoring;CDC;R90;12/02/2019;13/02/2019;12:50;11:15;No wind;zero coverage;no rain;No wind;low coverage;Non;TSINGONI;M'Roualé;marakagna;U;Tole;IH;NO;"""NA""";NA;45.128181;-12.78902;"""NA""";"""NA""";NA;NA;NA;23,8;31,8;9.1999999999999993
NA;Site monitoring;CDC;AM 51;26/09/2019;27/09/2019;9:00;9:05;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;IH;NO;"""NA""";NA;45.140893;-12.789703;Culex;quinquefasciatus (pipiens);M;1;NA;23,9;30,1;0
NA;Site monitoring;CDC;AM 51;26/09/2019;27/09/2019;9:00;9:05;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;IH;NO;"""NA""";NA;45.140893;-12.789703;Culex;quinquefasciatus (pipiens);NA;1;NA;23,9;30,1;0
NA;Site monitoring;CDC;G - 37;26/09/2019;27/09/2019;9:05;9:10;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;EH ;NA;"""NA""";NA;45.140893;-12.789703;"""NA""";"""NA""";NA;0;NA;23,9;30,1;0
NA;Site monitoring;CDC;V-11;26/09/2019;27/09/2019;9:20;9:30;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;IH;NA;"""NA""";NA;45.140993;-12.789803;Culex;quinquefasciatus (pipiens);M;2;NA;23,9;30,1;0
NA;Site monitoring;CDC;V-11;26/09/2019;27/09/2019;9:20;9:30;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;IH;NA;"""NA""";NA;45.140993;-12.789803;Culex;quinquefasciatus (pipiens);NA;7;NA;23,9;30,1;0
NA;Site monitoring;CDC;H-67;26/09/2019;27/09/2019;9:25;9:35;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;EH ;NA;"""NA""";NA;45.140993;-12.789803;NA;NA;NA;0;NA;23,9;30,1;0
NA;Site monitoring;CDC;AQ -48;26/09/2019;27/09/2019;10:00;10:00;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;IH;NA;"""NA""";NA;45.140866;-12789968;NA;NA;NA;0;NA;23,9;30,1;0
NA;Site monitoring;CDC;S -70;26/09/2019;27/09/2019;10:10;10:05;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;EH ;NA;"""NA""";NA;45.140866;-12.789968;Culex;quinquefasciatus (pipiens);M;1;NA;23,9;30,1;0
NA;Site monitoring;CDC;S-70;26/09/2019;27/09/2019;10:10;10:05;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;EH ;NA;"""NA""";NA;45.140866;-12.789968;Culex;quinquefasciatus (pipiens);NA;1;NA;23,9;30,1;0
NA;Site monitoring;CDC;F-88;26/09/2019;27/09/2019;10:30;10:32;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;IH;NA;"""NA""";NA;45.140693;-12.789876;NA;NA;NA;0;NA;23,9;30,1;0
NA;Site monitoring;CDC;T-24;26/09/2019;27/09/2019;10:30;10:38;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;EH ;NA;"""NA""";NA;45.140693;-12.789876;Culex;quinquefasciatus (pipiens);M;14;NA;23,9;30,1;0
NA;Site monitoring;CDC;T-24;26/09/2019;27/09/2019;10:30;10:38;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;EH ;NA;"""NA""";NA;45.140693;-12.789876;Culex;quinquefasciatus (pipiens);F;32;NA;23,9;30,1;0
NA;Site monitoring;CDC;K-34;26/10/2019;27/09/2019;10:40;11:00;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;IH;NO;"""NA""";NA;45.14049;-12.789731;NA;NA;NA;0;NA;23,9;30,1;0
NA;Site monitoring;CDC;AD-47;26/09/2019;27/09/2019;10:45;11:08;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;EH ;NO;"""NA""";NA;45.14049;-12.789731;Culex;quinquefasciatus (pipiens);M;2;NA;23,9;30,1;0
NA;Site monitoring;CDC;AD-47;26/09/2019;27/09/2019;10:45;11:08;low;mean coverage;no rain;Medium;mean coverage;Non;TSINGONI;Miréréni;NA;U;Béton;EH ;NO;"""NA""";NA;45.14049;-12.789731;Culex;quinquefasciatus (pipiens);NA;4;NA;23,9;30,1;0
NA;Site monitoring;CDC;T-3;02/10/2019;03/10/2019;9:05;9:40;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;IH;NO;"""NA""";NA;45.216598;-12.789411;Culex;quinquefasciatus (pipiens);M;11;NA;23,5;29,5;0
NA;Site monitoring;CDC;T-3;02/10/2019;03/10/2019;9:05;9:40;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;IH;NO;"""NA""";NA;45.216598;-12.789411;Culex;quinquefasciatus (pipiens);F;27;NA;23,5;29,5;0
NA;Site monitoring;CDC;F -13;02/10/2019;03/10/2019;9:10;9:40;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;EH ;NO;"""NA""";NA;45.216598;-12.789411;Culex;quinquefasciatus (pipiens);M;7;NA;23,5;29,5;0
NA;Site monitoring;CDC;F-13;02/10/2019;03/10/2019;9:10;9:40;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;EH ;NO;"""NA""";NA;45.216598;-12.789411;Culex;quinquefasciatus (pipiens);F;18;NA;23,5;29,5;0
NA;Site monitoring;CDC;AM-44;02/10/2019;03/10/2019;9:30;9:45;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;IH;NO;"""NA""";NA;45.216277;-12.789597;Culex;quinquefasciatus (pipiens);M;27;NA;23,5;29,5;0
NA;Site monitoring;CDC;AM-44;02/10/2019;03/10/2019;9:30;9:45;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;IH;NO;"""NA""";NA;45.216277;-12.789597;Culex;quinquefasciatus (pipiens);F;14;NA;23,5;29,5;0
NA;Site monitoring;CDC;G -78;02/10/2019;03/10/2019;9:32;9:45;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;EH ;NO;"""NA""";NA;45.216277;-12.789597;Culex;quinquefasciatus (pipiens);M;15;NA;23,5;29,5;0
NA;Site monitoring;CDC;G -78;02/10/2019;03/10/2019;9:32;9:45;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;EH ;NO;"""NA""";NA;45.216277;-12.789597;Culex;quinquefasciatus (pipiens);NA;45;NA;23,5;29,5;0
NA;Site monitoring;CDC;AH -37;02/10/2019;03/10/2019;10:08;9:55;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;IH;NA;"""NA""";NA;45.21572;-12.793629;NA;NA;NA;0;NA;23,5;29,5;0
NA;Site monitoring;CDC;AP -42;02/10/2019;03/10/2019;10:15;9:55;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;EH ;NO;"""NA""";NA;45.21572;-12.793629;Culex;quinquefasciatus (pipiens);M;5;NA;23,5;29,5;0
NA;Site monitoring;NA;AP -42;02/10/2019;03/10/2019;10:15;9:55;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;EH ;NO;"""NA""";NA;45.21572;-12.793629;Culex;quinquefasciatus (pipiens);F;11;NA;23,5;29,5;0
NA;Site monitoring;NA;H -10;02/10/2019;03/10/2019;10:43;10:30;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;IH;NO;"""NA""";NA;45.217184;-12.79174;NA;NA;NA;0;NA;23,5;29,5;0
NA;Site monitoring;NA;V -77;02/10/2019;03/10/2019;10:51;10:30;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;EH ;NO;"""NA""";NA;45.217184;-12.79174;Culex;quinquefasciatus (pipiens);M;3;NA;23,5;29,5;0
NA;Site monitoring;NA;V -77;02/10/2019;03/10/2019;10:51;10:30;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;EH ;NO;"""NA""";NA;45.217184;-12.79174;Culex;quinquefasciatus (pipiens);F;7;NA;23,5;29,5;0
NA;Site monitoring;NA;AQ -83;02/10/2019;03/10/2019;11:15;11:10;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;IH;NO;"""NA""";NA;45.213085;-12.787557;Culex;quinquefasciatus (pipiens);M;12;NA;23,5;29,5;0
NA;Site monitoring;NA;AQ -83;02/10/2019;03/10/2019;11:15;11:10;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;IH;NO;"""NA""";NA;45.213085;-12.787557;Culex;quinquefasciatus (pipiens);F;58;NA;23,5;29,5;0
NA;Site monitoring;NA;S -72;02/10/2019;03/10/2019;11:20;11:10;Medium;mean coverage;no rain;Medium;mean coverage;Non;MAMOUDZOU;M'Tsapéré;NA;U;Tole;EH ;NO;"""NA""";NA;45.213085;-12.787557;NA;NA;NA;0;NA;23,5;29,5;0
NA;Site monitoring;NA;AE-38;03/10/2019;04/10/2019;10:28;9:08;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;IH;NO;"""NA""";NA;45.069193;-12.700471;Culex;quinquefasciatus (pipiens);M;3;NA;24,5;30,5;2.5
NA;Site monitoring;NA;AE-38;03/10/2019;04/10/2019;10:28;9:08;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;IH;NO;"""NA""";NA;45.069193;-12.700471;Culex;quinquefasciatus (pipiens);F;8;NA;24,5;30,5;2.5
NA;Site monitoring;NA;W-2;03/10/2019;04/10/2019;10:32;9:15;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;EH ;NO;"""NA""";NA;45.069193;-12.700471;Culex;quinquefasciatus (pipiens);M;5;NA;24,5;30,5;2.5
NA;Site monitoring;NA;W-2;03/10/2019;04/10/2019;10:32;9:15;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;EH ;NO;"""NA""";NA;45.069193;-12.700471;Culex;quinquefasciatus (pipiens);F;13;NA;24,5;30,5;2.5
NA;Site monitoring;NA;AI-50;03/10/2019;04/10/2019;10:51;9:45;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsahara;NA;U;Béton;IH;NO;"""NA""";NA;45.069325;-12.700246;NA;NA;NA;0;NA;24,5;30,5;2.5
NA;Site monitoring;NA;AO -55;03/10/2019;04/10/2019;10:58;9:50;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;EH ;NO;"""NA""";NA;45.069325;-12.700246;Culex;quinquefasciatus (pipiens);M;1;NA;24,5;30,5;2.5
NA;Site monitoring;NA;AO-55;03/10/2019;04/10/2019;10:58;9:50;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;EH ;NO;"""NA""";NA;45.069325;-12.700246;Culex;quinquefasciatus (pipiens);F;4;NA;24,5;30,5;2.5
NA;Site monitoring;NA;K- 61;03/10/2019;04/10/2019;11:08;10:07;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;IH;NO;"""NA""";NA;45.069105;-12.700444;NA;NA;NA;0;NA;24,5;30,5;2.5
NA;Site monitoring;NA;AD-23;03/10/2019;04/10/2019;11:12;10:16;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;EH ;NO;"""NA""";NA;45.069105;-12.700444;Culex;quinquefasciatus (pipiens);M;1;NA;24,5;30,5;2.5
NA;Site monitoring;NA;AD-23;03/10/2019;04/10/2019;11:12;10:16;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;EH ;NO;"""NA""";NA;45.069105;-12.700444;Culex;quinquefasciatus (pipiens);F;3;NA;24,5;30,5;2.5
NA;Site monitoring;NA;AG -31;03/10/2019;04/10/2019;11:30;10:37;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;IH;NO;"""NA""";NA;45.068865;-12.700288;Culex;quinquefasciatus (pipiens);M;5;NA;24,5;30,5;2.5
NA;Site monitoring;NA;AG-31;03/10/2019;04/10/2019;11:30;10:37;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;IH;NO;"""NA""";NA;45.068865;-12.700288;Culex;quinquefasciatus (pipiens);F;11;NA;24,5;30,5;2.5
NA;Site monitoring;NA;X -18;03/10/2019;04/10/2019;11:35;10:43;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;EH ;NO;"""NA""";NA;45.068865;-12.700288;Culex;quinquefasciatus (pipiens);M;2;NA;24,5;30,5;2.5
NA;Site monitoring;NA;X -18;03/10/2019;04/10/2019;11:35;10:43;low;high coverage;no rain;strong;low coverage;Non;MTSAMBORO;M'Tsamboro;NA;U;Béton;EH ;NO;"""NA""";NA;45.068865;-12.700288;Culex;quinquefasciatus (pipiens);F;4;NA;24,5;30,5;2.5
NA;Site monitoring;NA;S -8;09/10/2019;10/10/2019;9:02;9:05;NA;high coverage;no rain;strong;low coverage;Non;BOUENI;Bambo ouest;NA;U;Tole;IH;NO;"""NA""";NA;45.08966;-12.924128;NA;NA;NA;0;NA;21,3;31,9;0.2
NA;Site monitoring;NA;AE -31;09/10/2019;10/10/2019;9:08;9:09;NA;high coverage;no rain;strong;high coverage;Non;BOUENI;Bambo ouest;NA;U;Béton;EH ;NO;"""NA""";NA;45.08966;-12.924128;Culex;quinquefasciatus (pipiens);M;11;NA;21,3;31,9;0.2
NA;Site monitoring;NA;AE -31;09/10/2019;10/10/2019;9:08;9:09;NA;high coverage;no rain;strong;low coverage;Non;BOUENI;Bambo ouest;NA;U;Béton;EH ;NO;"""NA""";NA;45.08966;-12.924128;Culex;quinquefasciatus (pipiens);F;27;NA;21,3;31,9;0.2
NA;Site monitoring;NA;AP -29;09/10/2019;10/10/2019;9:25;9:31;NA;high coverage;no rain;strong;low coverage;Non;BOUENI;Bambo ouest;NA;U;Béton;IH;NO;"""NA""";NA;45.089591;-12.924006;NA;NA;NA;0;NA;21,3;31,9;0.2
NA;Site monitoring;NA;W -16;09/10/2019;10/10/2019;9:28;9:36;NA;high coverage;no rain;strong;low coverage;Non;BOUENI;Bambo ouest;NA;U;Béton;EH ;NO;"""NA""";NA;45.089591;-12.924006;NA;NA;NA;0;NA;21,3;31,9;0.2
NA;Site monitoring;NA;AB -39;09/10/2019;10/10/2019;9:58;10:15;NA;high coverage;no rain;strong;low coverage;Non;BOUENI;Bambo ouest;NA;U;Béton;IH;NO;"""NA""";NA;45.089183;-12.923841;Culex;quinquefasciatus (pipiens);M;12;NA;21,3;31,9;0.2
NA;Site monitoring;NA;AB -39;09/10/2019;10/10/2019;9:58;10:15;NA;high coverage;no rain;strong;low coverage;Non;BOUENI;Bambo ouest;NA;U;Béton;IH;NO;"""NA""";NA;45.089183;-12.923841;Culex;quinquefasciatus (pipiens);F;22;NA;21,3;31,9;0.2
NA;Site monitoring;NA;K -79;09/10/2019;10/10/2019;10:05;10:21;NA;high coverage;no rain;strong;low coverage;Non;BOUENI;Bambo ouest;NA;U;Béton;EH ;NO;"""NA""";NA;45.089183;-12.923841;Culex;quinquefasciatus (pipiens);M;5;NA;21,3;31,9;0.2
NA;Site monitoring;NA;K- 79;09/10/2019;10/10/2019;10:05;10:21;NA;high coverage;no rain;strong;low coverage;Non;BOUENI;Bambo ouest;NA;U;Béton;EH ;NO;"""NA""";NA;45.089183;-12.923841;Culex;quinquefasciatus (pipiens);F;8;NA;21,3;31,9;0.2
NA;Site monitoring;NA;X -27;09/10/2019;10/10/2019;10:31;11:08;NA;high coverage;no rain;strong;low coverage;Non;BOUENI;Bambo ouest;NA;U;Béton;IH;NO;"""NA""";NA;45.088865;-12.924111;"""NA""";"""NA""";NA;0;NA;21,3;31,9;0.2
NA;Site monitoring;NA;AG 73;09/10/2019;10/10/2019;10:37;11:15;NA;high coverage;no rain;strong;low coverage;Non;BOUENI;Bambo ouest;NA;U;Béton;EH ;NO;"""NA""";NA;45.088865;-12.924111;"""NA""";"""NA""";NA;0;NA;21,3;31,9;0.2
NA;Site monitoring;NA;AE66;17/10/2019;18/10/2019;9:30;10:15;low;low coverage;no rain;low;low coverage;Non;CHIRONGUI;Miréréni;NA;U;Béton;IH;NO;"""NA""";NA;45.151456;-12.90541;Culex;quinquefasciatus (pipiens);M;3;NA;21,9;28,3;21.4
NA;Site monitoring;NA;AE66;17/10/2019;18/10/2019;9:30;10:15;low;low coverage;no rain;low;low coverage;Non;CHIRONGUI;Miréréni;NA;U;Béton;IH;NO;"""NA""";NA;45.151456;-12.90541;Culex;quinquefasciatus (pipiens);F;9;NA;21,9;28,3;21.4
NA;Site monitoring;NA;G2;17/10/2019;18/10/2019;9:35;10:20;low;low coverage;no rain;low;low coverage;Non;CHIRONGUI;Miréréni;NA;U;Béton;EH ;NO;"""NA""";NA;45.151456;-12.90541;Culex;quinquefasciatus (pipiens);M;1;NA;21,9;28,3;21.4
NA;Site monitoring;NA;G2;17/10/2019;18/10/2019;9:35;10:20;low;low coverage;no rain;low;low coverage;Non;CHIRONGUI;Miréréni;NA;U;Béton;EH ;NO;"""NA""";NA;45.151456;-12.90541;Culex;quinquefasciatus (pipiens);F;7;NA;21,9;28,3;21.4
NA;Site monitoring;NA;AG83;17/10/2019;18/10/2019;9:40;10:25;low;low coverage;no rain;low;low coverage;Non;CHIRONGUI;Miréréni;NA;U;Béton;IH;NO;"""NA""";NA;45.151456;-12.90541;Culex;quinquefasciatus (pipiens);M;5;NA;21,9;28,3;21.4
NA;Site monitoring;NA;AG83;17/10/2019;18/10/2019;9:40;10:25;low;low coverage;no rain;low;low coverage;Non;CHIRONGUI;Miréréni;NA;U;Béton;IH;NO;"""NA""";NA;45.151456;-12.90541;Culex;quinquefasciatus (pipiens);F;2;NA;21,9;28,3;21.4
NA;Site monitoring;NA;X78;17/10/2019;18/10/2019;9:45;10:30;low;low coverage;no rain;low;low coverage;Non;CHIRONGUI;Miréréni;NA;U;Béton;EH ;NO;"""NA""";NA;45.151456;-12.90541;"""NA""";NA;NA;NA;NA;21,9;28,3;21.4
NA;Site monitoring;NA;X24;17/10/2019;18/10/2019;9:50;10:35;low;low coverage;no rain;low;low coverage;Non;CHIRONGUI;Miréréni;NA;U;Béton;IH;NO;"""NA""";NA;45.151456;-12.90541;Culex;quinquefasciatus (pipiens);F;3;NA;21,9;28,3;21.4
NA;Site monitoring;NA;X13;17/10/2019;18/10/2019;9:55;10:40;low;low coverage;no rain;low;low coverage;Non;CHIRONGUI;Miréréni;NA;U;Béton;EH ;NO;"""NA""";NA;45.151456;-12.90541;"""NA""";"""NA""";NA;NA;NA;21,9;28,3;21.4
