trapping_N;Capture_frame;trap_type;trap_reference;the_date_of_Laying_the_Trap;statement_date;The_hour_of_laying_the_trap;statement_hour;Wind;Cloud_cover;Rain;wind_;cloud_cover_;rain_;Commune;Village;Said_neighborhood_place;Environnement;builinding_house_type;internal_external_situation;MIILD_presence;AID_last_date;observation;Y;X;Genre;Species;Gender;NB;whose_NB_throat?;TN;TX;RR
NA;Site monitoring;CDC;AO43;06/02/2019;07/02/2019;10:00;12:25;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;IH;NO;"""NA""";NA;45.219109;-12.791165;Culex;quinquefasciatus (pipiens);F;1;NA;25,7;30;0
NA;Site monitoring;CDC;AQ17;06/02/2019;07/02/2019;10:05;12:30;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;EH ;NO;"""NA""";NA;45.219109;-12.791165;Culex;quinquefasciatus (pipiens);M;3;NA;25,7;30;0
NA;Site monitoring;CDC;AQ17;06/02/2019;07/02/2019;10:05;12:30;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;EH ;NO;"""NA""";NA;45.219109;-12.791165;Culex;quinquefasciatus (pipiens);F;1;NA;25,7;30;0
NA;Site monitoring;CDC;X51;06/02/2019;07/02/2019;10:20;12:35;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;IH;NO;"""NA""";NA;45.2189;-12.791122;Culex;quinquefasciatus (pipiens);M;2;NA;25,7;30;0
NA;Site monitoring;CDC;X51;06/02/2019;07/02/2019;10:20;12:35;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;IH;NO;"""NA""";NA;45.2189;-12.791122;Culex;quinquefasciatus (pipiens);F;8;NA;25,7;30;0
NA;Site monitoring;CDC;H3;06/02/2019;07/02/2019;10:25;12:40;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;EH ;NO;"""NA""";NA;45.2189;-12.791122;Culex;quinquefasciatus (pipiens);M;2;NA;25,7;30;0
NA;Site monitoring;CDC;H3;06/02/2019;07/02/2019;10:25;12:40;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;EH ;NO;"""NA""";NA;45.2189;-12.791122;Culex;quinquefasciatus (pipiens);F;2;2;25,7;30;0
NA;Site monitoring;CDC;G0;06/02/2019;07/02/2019;10:30;12:45;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;IH;NO;"""NA""";NA;45.218783;-12.791208;Culex;quinquefasciatus (pipiens);M;7;NA;25,7;30;0
NA;Site monitoring;CDC;G0;06/02/2019;07/02/2019;10:30;12:45;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;IH;NO;"""NA""";NA;45.218783;-12.791208;Culex;quinquefasciatus (pipiens);F;2;NA;25,7;30;0
NA;Site monitoring;CDC;J6;06/02/2019;07/02/2019;10:35;12:50;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;EH ;NO;"""NA""";NA;45.218783;-12.791208;Culex;quinquefasciatus (pipiens);M;3;NA;25,7;30;0
NA;Site monitoring;CDC;J6;06/02/2019;07/02/2019;10:35;12:50;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;EH ;NO;"""NA""";NA;45.218783;-12.791208;Culex;quinquefasciatus (pipiens);F;12;2;25,7;30;0
NA;Site monitoring;CDC;W91;06/02/2019;07/02/2019;10:45;12:55;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;IH;NO;"""NA""";NA;45.218783;-12.791208;Culex;quinquefasciatus (pipiens);M;12;NA;25,7;30;0
NA;Site monitoring;CDC;W91;06/02/2019;07/02/2019;10:45;12:55;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;IH;NO;"""NA""";NA;45.218783;-12.791208;Culex;quinquefasciatus (pipiens);F;30;NA;25,7;30;0
NA;Site monitoring;CDC;AP8;06/02/2019;07/02/2019;10:50;13:00;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;EH ;NO;"""NA""";NA;45.218783;-12.791208;Culex;quinquefasciatus (pipiens);M;15;NA;25,7;30;0
NA;Site monitoring;CDC;AP8;06/02/2019;07/02/2019;10:50;13:00;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;EH ;NO;"""NA""";NA;45.218783;-12.791208;Culex;quinquefasciatus (pipiens);F;35;NA;25,7;30;0
NA;Site monitoring;CDC;AM4;06/02/2019;07/02/2019;11:00;13:05;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;IH;NO;"""NA""";NA;45.21897;-12.791389;Culex;quinquefasciatus (pipiens);M;6;NA;25,7;30;0
NA;Site monitoring;CDC;AM4;06/02/2019;07/02/2019;11:00;13:05;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;IH;NO;"""NA""";NA;45.21897;-12.791389;Culex;quinquefasciatus (pipiens);F;36;NA;25,7;30;0
NA;Site monitoring;CDC;APO90;06/02/2019;07/02/2019;11:05;13:10;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;EH ;NO;"""NA""";NA;45.21897;-12.791389;Culex;quinquefasciatus (pipiens);M;3;NA;25,7;30;0
NA;Site monitoring;CDC;APO90;06/02/2019;07/02/2019;11:05;13:10;low;low coverage;no rain;No wind;zero coverage;Non;MAMOUDZOU;M'Tsapéré;mbalamangua;U;Béton;EH ;NO;"""NA""";NA;45.21897;-12.791389;Culex;quinquefasciatus (pipiens);F;8;NA;25,7;30;0
NA;Site monitoring;CDC;AO57;16/01/2019;17/01/2019;11:00;10:00;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274333;-12.791911;Culex;quinquefasciatus (pipiens);M;1;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;W33;16/01/2019;17/01/2019;11:05;10:05;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274333;-12.791911;"""NA""";"""NA""";NA;NA;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;R34;16/01/2019;17/01/2019;11:10;10:10;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274333;-12.791911;Aedes;albopictus;M;2;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;R34;16/01/2019;17/01/2019;11:10;10:10;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274333;-12.791911;Aedes;albopictus;F;1;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;R34;16/01/2019;17/01/2019;11:10;10:10;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274333;-12.791911;Culex;quinquefasciatus (pipiens);M;4;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;AM77;16/01/2019;17/01/2019;11:15;10:20;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274333;-12.791911;Culex;quinquefasciatus (pipiens);M;3;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;AM77;16/01/2019;17/01/2019;11:15;10:20;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274333;-12.791911;Culex;quinquefasciatus (pipiens);F;1;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;AP75;16/01/2019;17/01/2019;11:25;10:25;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274333;-12.791911;Aedes;albopictus;M;1;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;AP75;16/01/2019;17/01/2019;11:25;10:25;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274333;-12.791911;Aedes;albopictus;F;1;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;G66;16/01/2019;17/01/2019;11:30;10:30;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274333;-12.791911;"""NA""";"""NA""";NA;NA;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;X45;16/01/2019;17/01/2019;11:35;10:35;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274333;-12.791911;"""NA""";"""NA""";NA;NA;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;B39;16/01/2019;17/01/2019;11:45;10:45;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274333;-12.791911;Culex;quinquefasciatus (pipiens);M;1;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;H14;16/01/2019;17/01/2019;11:55;10:55;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274434;-12.794434;Culex;quinquefasciatus (pipiens);M;2;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;H14;16/01/2019;17/01/2019;11:55;10:55;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274434;-12.794434;Culex;quinquefasciatus (pipiens);F;2;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;AI37;16/01/2019;17/01/2019;12:00;11:00;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274434;-12.794434;Culex;quinquefasciatus (pipiens);M;1;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;AI37;16/01/2019;17/01/2019;12:00;11:00;Medium;zero coverage;no rain;Medium;mean coverage;Fine;DZAOUDZI;Labattoir;24rue laza;U;Béton;IH;NO;"""NA""";NA;45.274434;-12.794434;Culex;quinquefasciatus (pipiens);F;3;NA;25,6;31,7;11.7
NA;Site monitoring;CDC;D21;16/01/2019;17/01/2019;10:05;10:50;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;IH;NO;"""NA""";NA;45.137698;-12.790428;Culex;quinquefasciatus (pipiens);M;3;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;D21;16/01/2019;17/01/2019;10:05;10:50;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;IH;NO;"""NA""";NA;45.137698;-12.790428;Culex;quinquefasciatus (pipiens);F;17;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;C71;16/01/2019;17/01/2019;10:05;10:50;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;IH;NO;"""NA""";NA;45.137698;-12.790428;Culex;quinquefasciatus (pipiens);M;1;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;C71;16/01/2019;17/01/2019;10:05;10:50;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;IH;NO;"""NA""";NA;45.137698;-12.790428;Culex;quinquefasciatus (pipiens);F;2;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;AE7;16/01/2019;17/01/2019;10:10;10:55;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;EH ;NO;"""NA""";NA;45.137698;-12.790428;Culex;quinquefasciatus (pipiens);M;2;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;AE7;16/01/2019;17/01/2019;10:10;10:55;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;EH ;NO;"""NA""";NA;45.137698;-12.790428;Culex;quinquefasciatus (pipiens);F;3;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;AE7;16/01/2019;17/01/2019;10:10;10:55;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;EH ;NO;"""NA""";NA;45.137698;-12.790428;Aedes;albopictus;F;1;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;AF9;16/01/2019;17/01/2019;10:25;11:10;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Béton;EH ;NO;"""NA""";NA;45.137577;-12.790365;"""NA""";"""NA""";NA;NA;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;F48;16/01/2019;17/01/2019;10:25;11:10;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Béton;IH;NO;"""NA""";NA;45.137577;-12.790365;"""NA""";"""NA""";NA;NA;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;AG15;16/01/2019;17/01/2019;10:30;11:20;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Béton;IH;NO;"""NA""";NA;45.137457;-12.790282;Aedes;albopictus;F;1;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;AG15;16/01/2019;17/01/2019;10:30;11:20;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Béton;IH;NO;"""NA""";NA;45.137457;-12.790282;Culex;quinquefasciatus (pipiens);F;2;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;J29;16/01/2019;17/01/2019;10:40;11:30;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;IH;NO;"""NA""";NA;45.137625;-12.790232;Culex;quinquefasciatus (pipiens);M;2;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;J29;16/01/2019;17/01/2019;10:40;11:30;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;IH;NO;"""NA""";NA;45.137625;-12.790232;Culex;quinquefasciatus (pipiens);F;17;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;AQ61;16/01/2019;17/01/2019;10:45;11:35;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;EH ;NO;"""NA""";NA;45.137625;-12.790232;"""NA""";"""NA""";NA;NA;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;AH2;16/01/2019;17/01/2019;11:05;11:50;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;IH;NO;"""NA""";NA;45.13771;-12.79068;Culex;quinquefasciatus (pipiens);M;1;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;AH2;16/01/2019;17/01/2019;11:05;11:50;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;IH;NO;"""NA""";NA;45.13771;-12.79068;Culex;quinquefasciatus (pipiens);F;2;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;AC55;16/01/2019;17/01/2019;11:10;11:55;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;EH ;NO;"""NA""";NA;45.13771;-12.79068;Culex;quinquefasciatus (pipiens);M;2;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;AC55;16/01/2019;17/01/2019;11:10;11:55;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;EH ;NO;"""NA""";NA;45.13771;-12.79068;Culex;quinquefasciatus (pipiens);F;3;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;AC55;16/01/2019;17/01/2019;11:10;11:55;Medium;mean coverage;light;Medium;mean coverage;Fine;TSINGONI;Combani;Bajoni;PU;Tole;EH ;NO;"""NA""";NA;45.13771;-12.79068;Culex;carleti;F;1;NA;22,6;30,5;9.8000000000000007
NA;Site monitoring;CDC;F75;24/01/2019;25/01/2019;12:20;10:40;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;lavigie;PU;Béton;EH ;NO;"""NA""";NA;45.08682;-12757468;"""NA""";"""NA""";NA;NA;NA;23,9;30,6;0
NA;Site monitoring;CDC;AF33;24/01/2019;25/01/2019;12:20;10:40;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;lavigie;PU;Béton;EH ;NO;"""NA""";NA;45.08682;-12757468;"""NA""";"""NA""";NA;NA;NA;23,9;30,6;0
NA;Site monitoring;CDC;OI66;24/01/2019;25/01/2019;11:35;10:55;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;lavigie;PU;Béton;IH;NO;"""NA""";NA;45.087093;-12.757328;"""NA""";"""NA""";NA;NA;NA;23,9;30,6;0
NA;Site monitoring;CDC;J14;24/01/2019;25/01/2019;11:35;10:55;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;lavigie;PU;Béton;EH ;NO;"""NA""";NA;45.087093;-12.757328;"""NA""";"""NA""";NA;NA;NA;23,9;30,6;0
NA;Site monitoring;CDC;AO39;24/01/2019;25/01/2019;11:40;11:05;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;lavigie;PU;Béton;IH;NO;"""NA""";NA;45.086962;-12.756848;"""NA""";"""NA""";NA;NA;NA;23,9;30,6;0
NA;Site monitoring;CDC;AQ57;24/01/2019;25/01/2019;11:40;11:05;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;lavigie;PU;Béton;EH ;NO;"""NA""";NA;45.086962;-12.756848;"""NA""";"""NA""";NA;NA;NA;23,9;30,6;0
NA;Site monitoring;CDC;S44;24/01/2019;25/01/2019;11:00;9:30;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;mosqué djaoula;U;Béton;IH;NO;"""NA""";NA;45.085135;-12.759962;"""NA""";"""NA""";NA;NA;NA;23,9;30,6;0
NA;Site monitoring;CDC;AP47;24/01/2019;25/01/2019;11:05;9:30;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;mosqué djaoula;U;Béton;IH;NO;"""NA""";NA;45.085135;-12.759962;Culex;quinquefasciatus (pipiens);F;15;NA;23,9;30,6;0
NA;Site monitoring;CDC;D82;24/01/2019;25/01/2019;11:20;9:45;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;mosqué djaoula;U;Béton;IH;NO;"""NA""";NA;45.084823;-12.759877;Culex;quinquefasciatus (pipiens);F;18;NA;23,9;30,6;0
NA;Site monitoring;CDC;AG45;24/01/2019;25/01/2019;11:25;9:45;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;mosqué djaoula;U;Béton;IH;NO;"""NA""";NA;45.084823;-12.759877;Culex;quinquefasciatus (pipiens);M;9;NA;23,9;30,6;0
NA;Site monitoring;CDC;AG45;24/01/2019;25/01/2019;11:25;9:45;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;mosqué djaoula;U;Béton;IH;NO;"""NA""";NA;45.084823;-12.759877;Culex;quinquefasciatus (pipiens);F;11;NA;23,9;30,6;0
NA;Site monitoring;CDC;C77;24/01/2019;25/01/2019;11:40;10:00;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;mosqué djaoula;U;Béton;IH;NO;"""NA""";NA;45.08501;-12.759793;Culex;quinquefasciatus (pipiens);M;7;NA;23,9;30,6;0
NA;Site monitoring;CDC;C77;24/01/2019;25/01/2019;11:40;10:00;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;mosqué djaoula;U;Béton;IH;NO;"""NA""";NA;45.08501;-12.759793;Culex;quinquefasciatus (pipiens);F;20;NA;23,9;30,6;0
NA;Site monitoring;CDC;AE34;24/01/2019;25/01/2019;11:45;10:05;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;mosqué djaoula;U;Tole;IH;NO;"""NA""";NA;45.08501;-12.759793;Culex;quinquefasciatus (pipiens);M;5;NA;23,9;30,6;0
NA;Site monitoring;CDC;AE34;24/01/2019;25/01/2019;11:45;10:05;low;low coverage;no rain;low;low coverage;Non;MTSANGAMOUJI;M'Tsangamouji;mosqué djaoula;U;Tole;IH;NO;"""NA""";NA;45.08501;-12.759793;Culex;quinquefasciatus (pipiens);F;15;NA;23,9;30,6;0
NA;Site monitoring;CDC;OI67;30/01/2019;31/01/2019;10:10;10:15;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;IH;NO;25/01/2019;NA;45.111672;-12.855633;"""NA""";"""NA""";NA;NA;NA;22,6;31,9;0
NA;Site monitoring;CDC;J11;30/01/2019;31/01/2019;10:15;10:15;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;EH ;NO;"""NA""";NA;45.111672;-12.855633;Culex;quinquefasciatus (pipiens);M;3;NA;22,6;31,9;0
NA;Site monitoring;CDC;J11;30/01/2019;31/01/2019;10:15;10:15;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;EH ;NO;"""NA""";NA;45.111672;-12.855633;Culex;quinquefasciatus (pipiens);F;11A;NA;22,6;31,9;0
NA;Site monitoring;CDC;G31;30/01/2019;31/01/2019;10:30;10:25;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;IH;NO;"""NA""";NA;45.112102;-12.835811;"""NA""";"""NA""";NA;NA;NA;22,6;31,9;0
NA;Site monitoring;CDC;R18;30/01/2019;31/01/2019;10:35;10:30;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;IH;NO;"""NA""";NA;45.112102;-12.835811;"""NA""";"""NA""";NA;NA;NA;22,6;31,9;0
NA;Site monitoring;CDC;C37;30/01/2019;31/01/2019;10:45;10:40;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;IH;NO;"""NA""";NA;45.112096;-12835883;"""NA""";"""NA""";NA;NA;NA;22,6;31,9;0
NA;Site monitoring;CDC;AE27;30/01/2019;31/01/2019;10:50;10:45;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;IH;NO;"""NA""";NA;45.112096;-12835883;Culex;quinquefasciatus (pipiens);M;6;NA;22,6;31,9;0
NA;Site monitoring;CDC;AE27;30/01/2019;31/01/2019;10:50;10:45;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;IH;NO;"""NA""";NA;45.112096;-12835883;Culex;quinquefasciatus (pipiens);F;3;NA;22,6;31,9;0
NA;Site monitoring;CDC;F84;30/01/2019;31/01/2019;11:00;10:55;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;IH;NO;"""NA""";NA;45.111902;-12835957;"""NA""";NA;NA;NA;NA;22,6;31,9;0
NA;Site monitoring;CDC;AF65;30/01/2019;31/01/2019;11:10;11:00;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;EH ;NO;"""NA""";NA;45.111902;-12835957;"""NA""";NA;NA;NA;NA;22,6;31,9;0
NA;Site monitoring;CDC;W88;30/01/2019;31/01/2019;11:20;11:10;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;IH;NO;"""NA""";NA;45.112195;-12.835708;Culex;quinquefasciatus (pipiens);M;2;NA;22,6;31,9;0
NA;Site monitoring;CDC;W88;30/01/2019;31/01/2019;11:20;11:10;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;IH;NO;"""NA""";NA;45.112195;-12.835708;Culex;quinquefasciatus (pipiens);F;4;NA;22,6;31,9;0
NA;Site monitoring;CDC;AP38;30/01/2019;31/01/2019;11:25;11:15;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;EH ;NO;"""NA""";NA;45.112195;-12.835708;Aedes;aegypti;F;1;NA;22,6;31,9;0
NA;Site monitoring;CDC;AP38;30/01/2019;31/01/2019;11:25;11:15;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;EH ;NO;"""NA""";NA;45.112195;-12.835708;Culex;quinquefasciatus (pipiens);M;6;NA;22,6;31,9;0
NA;Site monitoring;CDC;AP38;30/01/2019;31/01/2019;11:25;11:15;Medium;zero coverage;no rain;Medium;zero coverage;Non;CHICONI;Chiconi;Gnambohéli;PU;Béton;EH ;NO;"""NA""";NA;45.112195;-12.835708;Culex;quinquefasciatus (pipiens);F;17;NA;22,6;31,9;0
NA;Site monitoring;CDC;W71;31/01/2019;01/02/2019;12:40;9:30;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Béton;IH;NO;"""NA""";NA;45.106586;-12.821604;Culex;quinquefasciatus (pipiens);F;12;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;AP29;31/01/2019;01/02/2019;12:45;9:35;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Béton;EH ;NO;"""NA""";NA;45.106586;-12.821604;Culex;quinquefasciatus (pipiens);F;6;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;R61;31/01/2019;01/02/2019;12:55;9:45;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Béton;IH;NO;"""NA""";NA;45.106469;-12.821442;Culex;quinquefasciatus (pipiens);M;4;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;R61;31/01/2019;01/02/2019;12:55;9:45;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Béton;IH;NO;"""NA""";NA;45.106469;-12.821442;Culex;quinquefasciatus (pipiens);F;20;NA;22,9;32,3;2.8
NA;Site monitoring;CDC;G21;31/01/2019;01/02/2019;13:00;9:50;low;zero coverage;no rain;low;zero coverage;Non;CHICONI;Sohoa;NA;PU;Béton;EH ;NO;"""NA""";NA;45.106469;-12.821442;Culex;quinquefasciatus (pipiens);F;10;NA;22,9;32,3;2.8
